Iteration,Cost
0,468010836
1,467595701
2,467595701
3,466330701
4,465681541
5,465681541
6,465681541
7,465681541
8,465681541
9,465681541
10,464456581
11,464456581
12,464456581
13,464456581
14,464453581
15,464453581
16,464453581
17,464453581
18,461533581
19,461533581
20,458701581
21,458701581
22,458701581
23,458701581
24,458701581
25,458701581
26,458701581
27,458701581
28,458701581
29,458701581
30,458701581
31,458701581
32,458701581
33,458701581
34,458701581
35,458701581
36,458701581
37,458701581
38,458701581
39,458701581
40,458701581
41,458701581
42,458701581
43,458701581
44,458701581
45,458701581
46,458701581
47,458701581
48,458701581
49,458701581
50,458701581
51,458701581
52,458701581
53,458701581
54,458701581
55,458701581
56,458701581
57,458701581
58,458701581
59,458701581
60,458701581
61,458701581
62,458701581
63,458701581
64,458701581
65,458701581
66,458701581
67,458701581
68,458701581
69,458339596
70,458339596
71,458339596
72,458339596
73,458339596
74,458339596
75,458339596
76,458339596
77,458339596
78,458339596
79,458339596
80,458339596
81,458339596
82,458339596
83,458339596
84,458339596
85,458339596
86,458339596
87,458339596
88,458339596
89,458339596
90,458339596
91,458318595
92,457004594
93,457004594
94,457004594
95,457004594
96,457004594
97,457004594
98,457004594
99,457004594
