Iteration,Cost
0,466618578
1,463882452
2,463882452
3,463460452
4,463460452
5,463460452
6,463460452
7,463460452
8,463410468
9,463410468
10,463410468
11,463410468
12,463410468
13,463410468
14,462078343
15,462078343
16,462078343
17,462078343
18,462078343
19,461899343
20,461899343
21,458388343
22,458317345
23,458317345
24,458317345
25,458317345
26,458317345
27,458317345
28,458317345
29,458317345
30,458257358
31,458257358
32,458257358
33,458257358
34,458257358
35,458257358
36,457778344
37,457778344
38,457778344
39,457778344
40,457778344
41,457778344
42,457778344
43,457778344
44,457778344
45,457778344
46,457778344
47,457778344
48,457658344
49,457658344
50,457658344
51,457647405
52,457647405
53,457647405
54,457647405
55,457647405
56,457647405
57,457647405
58,457647405
59,457491405
60,457491405
61,457491405
62,457491405
63,457491405
64,457491405
65,457491405
66,457491405
67,457491405
68,457491405
69,457491405
70,457491405
71,457491405
72,457491405
73,457491405
74,457491405
75,457491405
76,457491405
77,457491405
78,457491405
79,457491405
80,457491405
81,457491405
82,457491405
83,457491405
84,457491405
85,457491405
86,457491405
87,457491405
88,457491405
89,457491405
90,457491405
91,457491405
92,457491405
93,457491405
94,457491405
95,457155411
96,456820482
97,456820482
98,456820482
99,455522508
