Iteration,Cost
0,461628228
1,461628228
2,461369120
3,458828041
4,458828041
5,458828041
6,458828041
7,458268953
8,457552043
9,457552043
10,454804043
11,454803112
12,454803112
13,454803112
14,453843112
15,453843112
16,453843112
17,453843112
18,453843112
19,453843112
20,453843112
21,453843112
22,450346112
23,450346112
24,450346112
25,450346112
26,449709141
27,449709141
28,449709141
29,449709141
30,449709141
31,449686176
32,449686176
33,449686176
34,449686176
35,449686176
36,449686176
37,449686176
38,449686176
39,449686176
40,449686176
41,449686176
42,449686176
43,449686176
44,449686176
45,449686176
46,449686176
47,449686176
48,449686176
49,449686176
50,449686176
51,449686176
52,449686176
53,449686176
54,449686176
55,449161191
56,449161191
57,449161191
58,449161191
59,449161191
60,449161191
61,449161191
62,449161191
63,449161191
64,449161191
65,448792205
66,448288205
67,448288205
68,448288205
69,448288205
70,448089971
71,447889013
72,447889013
73,447889013
74,447889013
75,447889013
76,447889013
77,447889013
78,447889013
79,447856037
80,447856037
81,447856037
82,447856037
83,447856037
84,447856037
85,447856037
86,447856037
87,447856037
88,447856037
89,447856037
90,447856037
91,447856037
92,447856037
93,447856037
94,447856037
95,447856037
96,447856037
97,447856037
98,447856037
99,447856037
