Iteration,Cost
0,464323944
1,464323944
2,464323944
3,463271918
4,463271918
5,463271918
6,463271918
7,463271918
8,463271918
9,463271918
10,463271918
11,463271918
12,461957988
13,459336978
14,459336978
15,459336978
16,459336978
17,459336978
18,459336978
19,458229853
20,458229853
21,458229853
22,455205727
23,455205727
24,455205727
25,455205727
26,455205727
27,455205727
28,455205727
29,455086729
30,454956710
31,454956710
32,454956710
33,454956710
34,454956710
35,454956710
36,454956710
37,454881700
38,454833802
39,454833802
40,454833802
41,454833802
42,454833802
43,454347699
44,454347699
45,454347699
46,454347699
47,454347699
48,454347699
49,453819729
50,453652716
51,453325729
52,453325729
53,453325729
54,452593759
55,452593759
56,452429813
57,452429813
58,452429813
59,452429813
60,452429813
61,452429813
62,452429813
63,452429813
64,452429813
65,452429813
66,452429813
67,452429813
68,452429813
69,452429813
70,452429813
71,452429813
72,452429813
73,452429813
74,452429813
75,452429813
76,452429813
77,452429813
78,452429813
79,452429813
80,452429813
81,452429813
82,452429813
83,452429813
84,452429813
85,452429813
86,452429813
87,452429813
88,452429813
89,452429813
90,452429813
91,452429813
92,452429813
93,452429813
94,452429813
95,452222815
96,452222815
97,452222815
98,452222815
99,452222815
