Constraint,Penalty
room_time_tracker_penalty,2280000
unavailable_room_penalty,0
student_schedule_penalty,452592000
min_days_penalty,4510
max_days_penalty,0
room_capacity_penalty,85393
soft_time_penalty,0
possible_room_penalty,1673
distribution_penalty,7310
precedence_penalty,470
same_room_penalty,190
same_start_penalty,0
different_time_penalty,0
