Constraint,Penalty
room_time_tracker_penalty,2233000
unavailable_room_penalty,0
student_schedule_penalty,439752000
min_days_penalty,4280
max_days_penalty,0
room_capacity_penalty,88221
soft_time_penalty,0
possible_room_penalty,2071
distribution_penalty,7300
precedence_penalty,270
same_room_penalty,180
same_start_penalty,0
different_time_penalty,0
