Constraint,Penalty
room_time_tracker_penalty,2061000
unavailable_room_penalty,0
student_schedule_penalty,466377000
min_days_penalty,4250
max_days_penalty,0
room_capacity_penalty,91548
soft_time_penalty,0
possible_room_penalty,2144
distribution_penalty,7260
precedence_penalty,450
same_room_penalty,190
same_start_penalty,0
different_time_penalty,0
