Constraint,Penalty
room_time_tracker_penalty,2298000
unavailable_room_penalty,0
student_schedule_penalty,446475000
min_days_penalty,4410
max_days_penalty,0
room_capacity_penalty,87475
soft_time_penalty,0
possible_room_penalty,2134
distribution_penalty,7300
precedence_penalty,220
same_room_penalty,170
same_start_penalty,0
different_time_penalty,0
