Constraint,Penalty
room_time_tracker_penalty,2454000
unavailable_room_penalty,0
student_schedule_penalty,458823000
min_days_penalty,4490
max_days_penalty,0
room_capacity_penalty,86293
soft_time_penalty,0
possible_room_penalty,2101
distribution_penalty,7240
precedence_penalty,490
same_room_penalty,180
same_start_penalty,0
different_time_penalty,0
