Constraint,Penalty
room_time_tracker_penalty,2325000
unavailable_room_penalty,0
student_schedule_penalty,440967000
min_days_penalty,4550
max_days_penalty,0
room_capacity_penalty,89527
soft_time_penalty,0
possible_room_penalty,1787
distribution_penalty,7290
precedence_penalty,410
same_room_penalty,190
same_start_penalty,0
different_time_penalty,0
