Constraint,Penalty
room_time_tracker_penalty,2046000
unavailable_room_penalty,0
student_schedule_penalty,454078000
min_days_penalty,4340
max_days_penalty,0
room_capacity_penalty,86106
soft_time_penalty,0
possible_room_penalty,1971
distribution_penalty,7320
precedence_penalty,430
same_room_penalty,200
same_start_penalty,0
different_time_penalty,0
