Constraint,Penalty
room_time_tracker_penalty,2244000
unavailable_room_penalty,0
student_schedule_penalty,448718000
min_days_penalty,4320
max_days_penalty,0
room_capacity_penalty,90388
soft_time_penalty,0
possible_room_penalty,1884
distribution_penalty,7310
precedence_penalty,380
same_room_penalty,230
same_start_penalty,0
different_time_penalty,0
