Constraint,Penalty
room_time_tracker_penalty,2340000
unavailable_room_penalty,0
student_schedule_penalty,453078000
min_days_penalty,4270
max_days_penalty,0
room_capacity_penalty,90550
soft_time_penalty,0
possible_room_penalty,1758
distribution_penalty,7320
precedence_penalty,420
same_room_penalty,190
same_start_penalty,0
different_time_penalty,0
