Constraint,Penalty
room_time_tracker_penalty,2178000
unavailable_room_penalty,0
student_schedule_penalty,447941000
min_days_penalty,4290
max_days_penalty,0
room_capacity_penalty,91702
soft_time_penalty,0
possible_room_penalty,1822
distribution_penalty,7250
precedence_penalty,280
same_room_penalty,190
same_start_penalty,0
different_time_penalty,0
