Constraint,Penalty
room_time_tracker_penalty,2252000
unavailable_room_penalty,0
student_schedule_penalty,438470000
min_days_penalty,4090
max_days_penalty,0
room_capacity_penalty,88441
soft_time_penalty,0
possible_room_penalty,2250
distribution_penalty,7290
precedence_penalty,300
same_room_penalty,200
same_start_penalty,0
different_time_penalty,0
