Constraint,Penalty
room_time_tracker_penalty,2240000
unavailable_room_penalty,0
student_schedule_penalty,450876000
min_days_penalty,4550
max_days_penalty,0
room_capacity_penalty,90353
soft_time_penalty,0
possible_room_penalty,1861
distribution_penalty,7320
precedence_penalty,440
same_room_penalty,220
same_start_penalty,0
different_time_penalty,0
