Constraint,Penalty
room_time_tracker_penalty,2159000
unavailable_room_penalty,0
student_schedule_penalty,444692000
min_days_penalty,4390
max_days_penalty,0
room_capacity_penalty,90237
soft_time_penalty,0
possible_room_penalty,1882
distribution_penalty,7330
precedence_penalty,340
same_room_penalty,200
same_start_penalty,0
different_time_penalty,0
