Constraint,Penalty
room_time_tracker_penalty,2295000
unavailable_room_penalty,0
student_schedule_penalty,444901000
min_days_penalty,4700
max_days_penalty,0
room_capacity_penalty,90590
soft_time_penalty,0
possible_room_penalty,2224
distribution_penalty,7240
precedence_penalty,560
same_room_penalty,200
same_start_penalty,0
different_time_penalty,0
